id,"text,image",sentiment
2126,"negative,negative",negative
2127,"negative,negative",negative
2128,"negative,negative",negative
2129,"negative,neutral",negative
2130,"positive,positive",positive
2131,"negative,negative",negative
2132,"positive,positive",positive
2133,"positive,positive",positive
2134,"positive,positive",positive
2135,"positive,positive",positive
2136,"positive,positive",positive
2137,"positive,positive",positive
2138,"positive,positive",positive
2139,"positive,neutral",positive
2140,"positive,positive",positive
2141,"positive,positive",positive
2142,"positive,positive",positive
2143,"neutral,neutral",neutral
2144,"positive,positive",positive
2145,"positive,positive",positive
2146,"positive,neutral",positive
2147,"negative,negative",negative
2148,"negative,positive",negative
2149,"positive,neutral",positive
2150,"negative,positive",negative
2151,"negative,positive",negative
2152,"positive,positive",positive
2153,"neutral,neutral",neutral
2154,"negative,negative",negative
2155,"positive,positive",positive
2156,"negative,negative",negative
2157,"neutral,neutral",neutral
2158,"neutral,negative",negative
2159,"neutral,positive",positive
2160,"positive,neutral",positive
2161,"positive,positive",positive
2162,"negative,positive",negative
2163,"negative,negative",negative
2164,"positive,positive",positive
2165,"neutral,neutral",neutral
2166,"neutral,positive",positive
2167,"negative,neutral",negative
2168,"positive,positive",positive
2169,"neutral,neutral",neutral
2170,"neutral,negative",negative
2171,"negative,negative",negative
2172,"neutral,positive",positive
2173,"neutral,neutral",neutral
2174,"neutral,neutral",neutral
2175,"negative,negative",negative
2176,"positive,positive",positive
2177,"positive,positive",positive
2178,"neutral,positive",positive
2179,"positive,neutral",positive
2180,"neutral,positive",positive
2181,"negative,negative",negative
2182,"positive,positive",positive
2183,"negative,negative",negative
2184,"negative,negative",negative
2185,"negative,negative",negative
2186,"positive,positive",positive
2187,"neutral,positive",positive
2188,"negative,negative",negative
2189,"negative,neutral",negative
2190,"negative,negative",negative
2191,"positive,positive",positive
2192,"neutral,positive",positive
2193,"negative,positive",negative
2194,"neutral,negative",negative
2195,"negative,negative",negative
2196,"negative,negative",negative
2197,"negative,positive",negative
2198,"positive,positive",positive
2199,"positive,positive",positive
2200,"negative,negative",negative
2201,"positive,positive",positive
2202,"negative,negative",negative
2203,"negative,positive",negative
2204,"negative,negative",negative
2205,"positive,positive",positive
2206,"positive,positive",positive
2207,"negative,negative",negative
2208,"negative,neutral",negative
2209,"neutral,neutral",neutral
2210,"negative,negative",negative
2211,"neutral,negative",negative
2212,"positive,neutral",positive
2213,"positive,positive",positive
2214,"neutral,neutral",neutral
2215,"neutral,neutral",neutral
2216,"neutral,positive",positive
2217,"neutral,neutral",neutral
2218,"neutral,neutral",neutral
2219,"neutral,neutral",neutral
2220,"neutral,positive",positive
2221,"positive,positive",positive
2222,"neutral,neutral",neutral
2223,"neutral,neutral",neutral
2224,"positive,positive",positive
2225,"neutral,positive",positive
2226,"neutral,positive",positive
2227,"neutral,neutral",neutral
2228,"positive,positive",positive
2229,"neutral,positive",positive
2230,"neutral,positive",positive
2231,"positive,positive",positive
2232,"positive,positive",positive
2233,"positive,negative",positive
2234,"positive,neutral",positive
2235,"neutral,negative",negative
2236,"neutral,neutral",neutral
2237,"neutral,neutral",neutral
2238,"negative,negative",negative
2239,"negative,negative",negative
2240,"positive,positive",positive
2241,"positive,neutral",positive
2242,"positive,positive",positive
2243,"neutral,positive",positive
2244,"positive,positive",positive
2245,"negative,negative",negative
2246,"positive,positive",positive
2247,"neutral,positive",positive
2248,"neutral,positive",positive
2249,"neutral,positive",positive
2250,"positive,positive",positive
2251,"neutral,neutral",neutral
2252,"positive,positive",positive
2253,"neutral,positive",positive
2254,"positive,positive",positive
2255,"neutral,neutral",neutral
2256,"positive,positive",positive
2257,"positive,positive",positive
2258,"neutral,positive",positive
2259,"neutral,positive",positive
2260,"positive,positive",positive
2261,"neutral,positive",positive
2262,"neutral,positive",positive
2263,"neutral,neutral",neutral
2264,"neutral,neutral",neutral
2265,"positive,positive",positive
2266,"neutral,neutral",neutral
2267,"neutral,negative",negative
2268,"neutral,neutral",neutral
2269,"neutral,neutral",neutral
2270,"neutral,neutral",neutral
2271,"neutral,negative",negative
2272,"positive,positive",positive
2273,"positive,positive",positive
2274,"neutral,neutral",neutral
2275,"positive,positive",positive
2276,"negative,negative",negative
2277,"negative,negative",negative
2278,"negative,negative",negative
2279,"positive,positive",positive
2280,"positive,positive",positive
2281,"positive,positive",positive
2282,"positive,positive",positive
2283,"positive,positive",positive
2284,"positive,positive",positive
2285,"neutral,positive",positive
2286,"negative,negative",negative
2287,"negative,positive",negative
2288,"neutral,negative",negative
2289,"negative,positive",negative
2290,"negative,negative",negative
2291,"neutral,positive",positive
2292,"negative,negative",negative
2293,"neutral,positive",positive
2294,"neutral,positive",positive
2295,"neutral,positive",positive
2296,"positive,positive",positive
2297,"positive,neutral",positive
2298,"positive,positive",positive
2299,"positive,positive",positive
2300,"negative,neutral",negative
2301,"positive,neutral",positive
2302,"positive,positive",positive
2303,"neutral,neutral",neutral
2304,"positive,neutral",positive
2305,"positive,neutral",positive
2306,"positive,positive",positive
2307,"neutral,positive",positive
2308,"positive,positive",positive
2309,"positive,positive",positive
2310,"positive,positive",positive
2311,"positive,positive",positive
2312,"positive,positive",positive
2313,"positive,positive",positive
2314,"positive,positive",positive
2315,"positive,positive",positive
2316,"neutral,negative",negative
2317,"negative,positive",negative
2318,"negative,positive",negative
2319,"negative,neutral",negative
2320,"neutral,positive",positive
2321,"negative,neutral",negative
2322,"neutral,positive",positive
2323,"negative,negative",negative
2324,"positive,positive",positive
2325,"neutral,positive",positive
2326,"neutral,positive",positive
2327,"positive,positive",positive
2328,"neutral,positive",positive
2329,"neutral,positive",positive
2330,"positive,positive",positive
2331,"positive,positive",positive
2332,"positive,positive",positive
2333,"positive,neutral",positive
2334,"positive,positive",positive
2335,"positive,positive",positive
2336,"positive,positive",positive
2337,"positive,positive",positive
2338,"positive,positive",positive
2339,"neutral,positive",positive
2340,"negative,negative",negative
2341,"negative,negative",negative
2342,"negative,positive",negative
2343,"negative,negative",negative
2344,"negative,negative",negative
2345,"neutral,neutral",neutral
2346,"neutral,positive",positive
2347,"negative,positive",negative
2348,"positive,positive",positive
2349,"positive,positive",positive
2350,"neutral,positive",positive
2351,"neutral,positive",positive
2352,"positive,positive",positive
2353,"neutral,positive",positive
2354,"neutral,neutral",neutral
2355,"positive,positive",positive
2356,"negative,positive",negative
2357,"neutral,negative",negative
2358,"negative,positive",negative
2359,"negative,positive",negative
2360,"negative,negative",negative
2361,"neutral,positive",positive
2362,"neutral,positive",positive
2363,"neutral,positive",positive
2364,"neutral,positive",positive
2365,"neutral,neutral",neutral
2366,"positive,positive",positive
2367,"neutral,positive",positive
2368,"positive,positive",positive
2369,"neutral,positive",positive
2370,"negative,negative",negative
2371,"negative,neutral",negative
2372,"negative,positive",negative
2373,"positive,neutral",positive
2374,"negative,negative",negative
2375,"negative,positive",negative
2376,"positive,positive",positive
2377,"negative,neutral",negative
2378,"negative,neutral",negative
2379,"negative,negative",negative
2380,"positive,positive",positive
2381,"neutral,positive",positive
2382,"neutral,positive",positive
2383,"positive,positive",positive
2384,"positive,positive",positive
2385,"neutral,positive",positive
2386,"positive,positive",positive
2387,"positive,neutral",positive
2388,"positive,positive",positive
2389,"neutral,positive",positive
2390,"neutral,positive",positive
2391,"positive,positive",positive
2392,"neutral,neutral",neutral
2393,"positive,positive",positive
2394,"positive,positive",positive
2395,"negative,negative",negative
2396,"negative,negative",negative
2397,"neutral,positive",positive
2398,"negative,negative",negative
2399,"negative,negative",negative
2400,"positive,positive",positive
2401,"positive,positive",positive
2402,"positive,positive",positive
2403,"positive,positive",positive
2404,"positive,negative",positive
2405,"positive,positive",positive
2406,"positive,positive",positive
2407,"neutral,positive",positive
2408,"neutral,neutral",neutral
2409,"positive,negative",positive
2410,"negative,negative",negative
2411,"negative,negative",negative
2412,"negative,neutral",negative
2413,"positive,positive",positive
2414,"positive,positive",positive
2415,"negative,positive",negative
2416,"positive,neutral",positive
2417,"neutral,positive",positive
2418,"positive,positive",positive
2419,"positive,positive",positive
2420,"positive,positive",positive
2421,"negative,positive",negative
2422,"positive,negative",positive
2423,"negative,positive",negative
2424,"negative,negative",negative
2425,"neutral,positive",positive
2426,"negative,neutral",negative
2427,"neutral,neutral",neutral
2428,"negative,positive",negative
2429,"negative,positive",negative
2430,"negative,neutral",negative
2431,"negative,positive",negative
2432,"negative,negative",negative
2433,"negative,positive",negative
2434,"negative,negative",negative
2435,"negative,positive",negative
2436,"negative,neutral",negative
2437,"neutral,neutral",neutral
2438,"positive,negative",positive
2439,"neutral,positive",positive
2440,"negative,neutral",negative
2441,"negative,negative",negative
2442,"negative,positive",negative
2443,"negative,neutral",negative
2444,"neutral,neutral",neutral
2445,"neutral,positive",positive
2446,"neutral,positive",positive
2447,"neutral,neutral",neutral
2448,"neutral,positive",positive
2449,"neutral,positive",positive
2450,"neutral,positive",positive
2451,"negative,negative",negative
2452,"negative,negative",negative
2453,"negative,negative",negative
2454,"neutral,neutral",neutral
2455,"negative,negative",negative
2456,"negative,negative",negative
2457,"negative,negative",negative
2458,"positive,positive",positive
2459,"negative,negative",negative
2460,"negative,negative",negative
2461,"negative,negative",negative
2462,"negative,negative",negative
2463,"negative,negative",negative
2464,"neutral,negative",negative
2465,"positive,positive",positive
2466,"positive,positive",positive
2467,"negative,positive",negative
2468,"negative,positive",negative
2469,"negative,positive",negative
2470,"neutral,positive",positive
2471,"neutral,neutral",neutral
2472,"negative,negative",negative
2473,"positive,positive",positive
2474,"neutral,neutral",neutral
2475,"negative,negative",negative
2476,"negative,negative",negative
2477,"negative,negative",negative
2478,"negative,negative",negative
2479,"negative,negative",negative
2480,"negative,negative",negative
2481,"positive,neutral",positive
2482,"positive,neutral",positive
2483,"neutral,neutral",neutral
2484,"negative,positive",negative
2485,"positive,negative",positive
2486,"negative,negative",negative
2487,"neutral,neutral",neutral
2488,"neutral,positive",positive
2489,"negative,positive",negative
2490,"negative,neutral",negative
2491,"negative,negative",negative
2492,"neutral,neutral",neutral
2493,"neutral,negative",negative
2494,"neutral,positive",positive
2495,"neutral,neutral",neutral
2496,"neutral,positive",positive
2497,"neutral,neutral",neutral
2498,"positive,positive",positive
2499,"negative,neutral",negative
2500,"neutral,neutral",neutral
2501,"negative,negative",negative
2502,"neutral,positive",positive
2503,"neutral,positive",positive
2504,"neutral,neutral",neutral
2505,"negative,negative",negative
2506,"neutral,positive",positive
2507,"neutral,neutral",neutral
2508,"neutral,neutral",neutral
2509,"neutral,neutral",neutral
2510,"neutral,neutral",neutral
2511,"neutral,neutral",neutral
2512,"neutral,neutral",neutral
2513,"neutral,neutral",neutral
2514,"neutral,neutral",neutral
2515,"neutral,positive",positive
2516,"neutral,neutral",neutral
2517,"neutral,neutral",neutral
2518,"neutral,neutral",neutral
2519,"neutral,neutral",neutral
2520,"positive,positive",positive
2521,"neutral,neutral",neutral
2522,"neutral,neutral",neutral
2523,"neutral,neutral",neutral
2524,"neutral,positive",positive
2525,"positive,positive",positive
2526,"negative,negative",negative
2527,"negative,neutral",negative
2528,"neutral,negative",negative
2529,"positive,positive",positive
2530,"neutral,neutral",neutral
2531,"negative,negative",negative
2532,"negative,negative",negative
2533,"positive,positive",positive
2534,"neutral,positive",positive
2535,"positive,positive",positive
2536,"positive,positive",positive
2537,"positive,positive",positive
2538,"positive,positive",positive
2539,"negative,positive",negative
2540,"neutral,neutral",neutral
2541,"positive,positive",positive
2542,"positive,positive",positive
2543,"neutral,positive",positive
2544,"neutral,neutral",neutral
2545,"neutral,neutral",neutral
2546,"neutral,negative",negative
2547,"neutral,neutral",neutral
2548,"neutral,positive",positive
2549,"negative,negative",negative
2550,"positive,positive",positive
2551,"positive,positive",positive
2552,"positive,positive",positive
2553,"positive,positive",positive
2554,"positive,positive",positive
2555,"positive,positive",positive
2556,"positive,positive",positive
2557,"negative,negative",negative
2558,"positive,positive",positive
2559,"neutral,positive",positive
2560,"positive,positive",positive
2561,"positive,positive",positive
2562,"positive,positive",positive
2563,"positive,positive",positive
2564,"negative,negative",negative
2565,"neutral,neutral",neutral
2566,"neutral,positive",positive
2567,"neutral,neutral",neutral
2568,"neutral,neutral",neutral
2569,"neutral,neutral",neutral
2570,"positive,positive",positive
2571,"neutral,neutral",neutral
2572,"neutral,positive",positive
2573,"neutral,negative",negative
2574,"neutral,neutral",neutral
2575,"negative,negative",negative
2576,"positive,positive",positive
2577,"neutral,neutral",neutral
2578,"positive,positive",positive
2579,"positive,positive",positive
2580,"positive,positive",positive
2581,"positive,positive",positive
2582,"negative,negative",negative
2583,"positive,positive",positive
2584,"neutral,neutral",neutral
2585,"positive,positive",positive
2586,"positive,positive",positive
2587,"positive,positive",positive
2588,"negative,neutral",negative
2589,"negative,negative",negative
2590,"positive,positive",positive
2591,"negative,negative",negative
2592,"positive,positive",positive
2593,"positive,positive",positive
2594,"neutral,positive",positive
2595,"negative,negative",negative
2596,"neutral,negative",negative
2597,"negative,positive",negative
2598,"neutral,positive",positive
2599,"positive,positive",positive
2600,"positive,neutral",positive
2601,"neutral,positive",positive
2602,"negative,negative",negative
2603,"negative,positive",negative
2604,"positive,positive",positive
2605,"neutral,positive",positive
2606,"positive,negative",positive
2607,"neutral,neutral",neutral
2608,"positive,positive",positive
2609,"neutral,neutral",neutral
2610,"neutral,neutral",neutral
2611,"negative,negative",negative
2612,"negative,positive",negative
2613,"neutral,positive",positive
2614,"negative,negative",negative
2615,"negative,negative",negative
2616,"neutral,negative",negative
2617,"negative,negative",negative
2618,"negative,negative",negative
2619,"negative,negative",negative
2620,"neutral,positive",positive
2621,"negative,positive",negative
2622,"negative,positive",negative
2623,"negative,neutral",negative
2624,"negative,positive",negative
2625,"positive,positive",positive
2626,"positive,positive",positive
2627,"positive,positive",positive
2628,"positive,positive",positive
2629,"positive,positive",positive
2630,"positive,positive",positive
2631,"positive,positive",positive
2632,"positive,positive",positive
2633,"positive,positive",positive
2634,"neutral,positive",positive
2635,"positive,positive",positive
2636,"neutral,neutral",neutral
2637,"positive,positive",positive
2638,"neutral,neutral",neutral
2639,"negative,negative",negative
2640,"negative,positive",negative
2641,"positive,positive",positive
2642,"neutral,neutral",neutral
2643,"neutral,neutral",neutral
2644,"neutral,positive",positive
2645,"positive,positive",positive
2646,"positive,positive",positive
2647,"neutral,positive",positive
2648,"neutral,positive",positive
2649,"neutral,neutral",neutral
2650,"neutral,positive",positive
2651,"neutral,positive",positive
2652,"neutral,positive",positive
2653,"neutral,positive",positive
2654,"negative,negative",negative
2655,"negative,positive",negative
2656,"positive,positive",positive
2657,"neutral,positive",positive
2658,"neutral,negative",negative
2659,"positive,positive",positive
2660,"negative,negative",negative
2661,"negative,negative",negative
2662,"negative,negative",negative
2663,"positive,positive",positive
2664,"positive,positive",positive
2665,"positive,positive",positive
2666,"positive,positive",positive
2667,"negative,neutral",negative
2668,"neutral,negative",negative
2669,"neutral,positive",positive
2670,"negative,negative",negative
2671,"negative,negative",negative
2672,"neutral,positive",positive
2673,"positive,positive",positive
2674,"neutral,positive",positive
2675,"neutral,neutral",neutral
2676,"neutral,neutral",neutral
2677,"positive,positive",positive
2678,"neutral,positive",positive
2679,"negative,negative",negative
2680,"neutral,positive",positive
2681,"neutral,positive",positive
2682,"positive,neutral",positive
2683,"negative,negative",negative
2684,"negative,positive",negative
2685,"neutral,neutral",neutral
2686,"neutral,neutral",neutral
2687,"neutral,neutral",neutral
2688,"neutral,negative",negative
2689,"positive,positive",positive
2690,"positive,negative",positive
2691,"neutral,positive",positive
2692,"neutral,negative",negative
2693,"neutral,neutral",neutral
2694,"neutral,neutral",neutral
2695,"positive,positive",positive
2696,"neutral,positive",positive
2697,"neutral,positive",positive
2698,"neutral,negative",negative
2699,"neutral,positive",positive
2700,"negative,negative",negative
2701,"neutral,positive",positive
2702,"neutral,neutral",neutral
2703,"positive,neutral",positive
2704,"neutral,neutral",neutral
2705,"neutral,negative",negative
2706,"neutral,neutral",neutral
2707,"positive,positive",positive
2708,"negative,neutral",negative
2709,"neutral,negative",negative
2710,"neutral,positive",positive
2711,"positive,positive",positive
2712,"neutral,positive",positive
2713,"negative,neutral",negative
2714,"negative,negative",negative
2715,"positive,positive",positive
2716,"neutral,positive",positive
2717,"negative,neutral",negative
2718,"positive,positive",positive
2719,"neutral,negative",negative
2720,"neutral,positive",positive
2721,"neutral,positive",positive
2722,"neutral,positive",positive
2723,"neutral,positive",positive
2724,"neutral,positive",positive
2725,"neutral,positive",positive
2726,"neutral,neutral",neutral
2727,"neutral,neutral",neutral
2728,"neutral,negative",negative
2729,"neutral,negative",negative
2730,"negative,negative",negative
2731,"neutral,positive",positive
2732,"neutral,positive",positive
2733,"neutral,positive",positive
2734,"neutral,positive",positive
2735,"neutral,positive",positive
2736,"positive,positive",positive
2737,"neutral,negative",negative
2738,"positive,positive",positive
2739,"neutral,neutral",neutral
2740,"neutral,positive",positive
2741,"positive,positive",positive
2742,"positive,neutral",positive
2743,"neutral,positive",positive
2744,"neutral,negative",negative
2745,"negative,neutral",negative
2746,"neutral,positive",positive
2747,"positive,positive",positive
2748,"neutral,neutral",neutral
2749,"negative,negative",negative
2750,"neutral,neutral",neutral
2751,"negative,negative",negative
2752,"negative,negative",negative
2753,"neutral,neutral",neutral
2754,"neutral,neutral",neutral
2755,"positive,positive",positive
2756,"positive,positive",positive
2757,"neutral,neutral",neutral
2758,"neutral,positive",positive
2759,"positive,positive",positive
2760,"negative,negative",negative
2761,"neutral,neutral",neutral
2762,"neutral,negative",negative
2763,"positive,positive",positive
2764,"positive,positive",positive
2765,"positive,positive",positive
2766,"neutral,positive",positive
2767,"neutral,negative",negative
2768,"positive,positive",positive
2769,"positive,positive",positive
2770,"neutral,negative",negative
2771,"neutral,positive",positive
2772,"neutral,positive",positive
2773,"neutral,positive",positive
2774,"positive,negative",positive
2775,"negative,negative",negative
2776,"neutral,neutral",neutral
2777,"positive,positive",positive
2778,"neutral,negative",negative
2779,"negative,positive",negative
2780,"positive,positive",positive
2781,"neutral,positive",positive
2782,"neutral,neutral",neutral
2783,"neutral,positive",positive
2784,"neutral,neutral",neutral
2785,"positive,neutral",positive
2786,"positive,neutral",positive
2787,"positive,positive",positive
2788,"positive,positive",positive
2789,"positive,positive",positive
2790,"positive,positive",positive
2791,"positive,positive",positive
2792,"positive,positive",positive
2793,"neutral,positive",positive
2794,"positive,positive",positive
2795,"positive,positive",positive
2796,"positive,positive",positive
2797,"positive,positive",positive
2798,"positive,positive",positive
2799,"positive,positive",positive
2800,"positive,positive",positive
2801,"positive,positive",positive
2802,"positive,negative",positive
2803,"neutral,positive",positive
2804,"positive,positive",positive
2805,"positive,positive",positive
2806,"positive,positive",positive
2807,"neutral,negative",negative
2808,"neutral,neutral",neutral
2809,"neutral,neutral",neutral
2810,"neutral,neutral",neutral
2811,"neutral,negative",negative
2812,"positive,neutral",positive
2813,"positive,neutral",positive
2814,"negative,negative",negative
2815,"negative,negative",negative
2816,"neutral,positive",positive
2817,"neutral,negative",negative
2818,"negative,negative",negative
2819,"negative,negative",negative
2820,"neutral,negative",negative
2821,"neutral,neutral",neutral
2822,"positive,positive",positive
2823,"negative,negative",negative
2824,"positive,positive",positive
2825,"negative,neutral",negative
2826,"negative,neutral",negative
2827,"negative,positive",negative
2828,"neutral,neutral",neutral
2829,"negative,neutral",negative
2830,"neutral,positive",positive
2831,"positive,positive",positive
2832,"positive,neutral",positive
2833,"positive,positive",positive
2834,"neutral,positive",positive
2835,"positive,negative",positive
2836,"neutral,positive",positive
2837,"neutral,neutral",neutral
2838,"neutral,neutral",neutral
2839,"positive,positive",positive
2840,"neutral,negative",negative
2841,"neutral,neutral",neutral
2842,"negative,negative",negative
2843,"negative,negative",negative
2844,"negative,negative",negative
2845,"negative,negative",negative
2846,"negative,positive",negative
2847,"negative,neutral",negative
2848,"negative,negative",negative
2849,"neutral,positive",positive
2850,"positive,positive",positive
2851,"negative,negative",negative
2852,"positive,positive",positive
2853,"negative,negative",negative
2854,"negative,negative",negative
2855,"positive,neutral",positive
2856,"negative,negative",negative
2857,"negative,neutral",negative
2858,"neutral,neutral",neutral
2859,"negative,negative",negative
2860,"positive,neutral",positive
2861,"neutral,positive",positive
2862,"positive,positive",positive
2863,"positive,positive",positive
2864,"neutral,positive",positive
2865,"positive,positive",positive
2866,"positive,positive",positive
2867,"positive,positive",positive
2868,"positive,positive",positive
2869,"negative,negative",negative
2870,"negative,negative",negative
2871,"negative,neutral",negative
2872,"negative,neutral",negative
2873,"positive,positive",positive
2874,"positive,positive",positive
2875,"negative,neutral",negative
2876,"negative,neutral",negative
2877,"neutral,positive",positive
2878,"negative,positive",negative
2879,"positive,positive",positive
2880,"neutral,positive",positive
2881,"neutral,negative",negative
2882,"positive,positive",positive
2883,"neutral,neutral",neutral
2884,"neutral,positive",positive
2885,"positive,neutral",positive
2886,"positive,positive",positive
2887,"neutral,negative",negative
2888,"negative,negative",negative
2889,"neutral,negative",negative
2890,"neutral,positive",positive
2891,"positive,positive",positive
2892,"positive,positive",positive
2893,"neutral,negative",negative
2894,"neutral,negative",negative
2895,"negative,positive",negative
2896,"neutral,positive",positive
2897,"negative,negative",negative
2898,"negative,neutral",negative
2899,"positive,negative",positive
2900,"negative,negative",negative
2901,"negative,neutral",negative
2902,"neutral,positive",positive
2903,"negative,negative",negative
2904,"negative,negative",negative
2905,"neutral,negative",negative
2906,"positive,positive",positive
2907,"neutral,positive",positive
2908,"positive,positive",positive
2909,"positive,positive",positive
2910,"neutral,negative",negative
2911,"positive,neutral",positive
2912,"positive,neutral",positive
2913,"neutral,negative",negative
2914,"neutral,positive",positive
2915,"positive,positive",positive
2916,"neutral,positive",positive
2917,"neutral,negative",negative
2918,"positive,positive",positive
2919,"neutral,positive",positive
2920,"neutral,neutral",neutral
2921,"negative,positive",negative
2922,"positive,positive",positive
2923,"neutral,positive",positive
2924,"neutral,neutral",neutral
2925,"negative,neutral",negative
2926,"negative,positive",negative
2927,"negative,negative",negative
2928,"negative,negative",negative
2929,"negative,negative",negative
2930,"negative,negative",negative
2931,"negative,negative",negative
2932,"negative,negative",negative
2933,"negative,positive",negative
2934,"positive,positive",positive
2935,"positive,neutral",positive
2936,"negative,negative",negative
2937,"neutral,positive",positive
2938,"neutral,positive",positive
2939,"positive,neutral",positive
2940,"neutral,negative",negative
2941,"neutral,neutral",neutral
2942,"neutral,neutral",neutral
2943,"positive,positive",positive
2944,"negative,neutral",negative
2945,"neutral,negative",negative
2946,"positive,positive",positive
2947,"negative,positive",negative
2948,"neutral,negative",negative
2949,"positive,positive",positive
2950,"negative,positive",negative
2951,"negative,neutral",negative
2952,"negative,positive",negative
2953,"negative,neutral",negative
2954,"positive,positive",positive
2955,"negative,neutral",negative
2956,"positive,neutral",positive
2957,"negative,negative",negative
2958,"positive,positive",positive
2959,"positive,positive",positive
2960,"neutral,positive",positive
2961,"neutral,positive",positive
2962,"neutral,neutral",neutral
2963,"positive,positive",positive
2964,"neutral,positive",positive
2965,"neutral,negative",negative
2966,"positive,positive",positive
2967,"negative,negative",negative
2968,"positive,positive",positive
2969,"positive,positive",positive
2970,"negative,negative",negative
2971,"positive,positive",positive
2972,"neutral,neutral",neutral
2973,"neutral,negative",negative
2974,"positive,positive",positive
2975,"positive,neutral",positive
2976,"positive,positive",positive
2977,"positive,positive",positive
2978,"neutral,positive",positive
2979,"positive,positive",positive
2980,"positive,positive",positive
2981,"negative,positive",negative
2982,"negative,negative",negative
2983,"negative,negative",negative
2984,"negative,neutral",negative
2985,"negative,neutral",negative
2986,"negative,positive",negative
2987,"neutral,positive",positive
2988,"negative,positive",negative
2989,"neutral,positive",positive
2990,"positive,negative",positive
2991,"negative,positive",negative
2992,"positive,positive",positive
2993,"negative,negative",negative
2994,"positive,neutral",positive
2995,"neutral,positive",positive
2996,"neutral,positive",positive
2997,"positive,positive",positive
2998,"neutral,positive",positive
2999,"negative,positive",negative
3000,"positive,positive",positive
3001,"positive,positive",positive
3002,"neutral,positive",positive
3003,"positive,positive",positive
3004,"positive,positive",positive
3005,"neutral,positive",positive
3006,"positive,positive",positive
3007,"neutral,negative",negative
3008,"neutral,neutral",neutral
3009,"positive,positive",positive
3010,"neutral,positive",positive
3011,"positive,positive",positive
3012,"positive,positive",positive
3013,"positive,negative",positive
3014,"positive,negative",positive
3015,"positive,positive",positive
3016,"negative,negative",negative
3017,"negative,neutral",negative
3018,"positive,positive",positive
3019,"positive,positive",positive
3020,"positive,positive",positive
3021,"neutral,positive",positive
3022,"positive,positive",positive
3023,"positive,positive",positive
3024,"positive,positive",positive
3025,"positive,positive",positive
3026,"positive,positive",positive
3027,"neutral,neutral",neutral
3028,"neutral,negative",negative
3029,"positive,positive",positive
3030,"positive,positive",positive
3031,"neutral,negative",negative
3032,"positive,positive",positive
3033,"negative,positive",negative
3034,"negative,negative",negative
3035,"positive,positive",positive
3036,"neutral,positive",positive
3037,"negative,positive",negative
3038,"neutral,negative",negative
3039,"neutral,negative",negative
3040,"negative,positive",negative
3041,"negative,negative",negative
3042,"positive,positive",positive
3043,"negative,neutral",negative
3044,"negative,negative",negative
3045,"positive,neutral",positive
3046,"positive,positive",positive
3047,"positive,neutral",positive
3048,"positive,positive",positive
3049,"positive,positive",positive
3050,"positive,positive",positive
3051,"positive,negative",positive
3052,"positive,neutral",positive
3053,"positive,negative",positive
3054,"positive,positive",positive
3055,"positive,positive",positive
3056,"positive,positive",positive
3057,"positive,positive",positive
3058,"neutral,negative",negative
3059,"neutral,neutral",neutral
3060,"negative,negative",negative
3061,"neutral,positive",positive
3062,"negative,positive",negative
3063,"positive,positive",positive
3064,"neutral,positive",positive
3065,"negative,positive",negative
3066,"negative,negative",negative
3067,"negative,negative",negative
3068,"neutral,positive",positive
3069,"negative,positive",negative
3070,"negative,negative",negative
3071,"negative,negative",negative
3072,"negative,positive",negative
3073,"negative,neutral",negative
3074,"negative,negative",negative
3075,"negative,positive",negative
3076,"neutral,neutral",neutral
3077,"neutral,neutral",neutral
3078,"neutral,neutral",neutral
3079,"neutral,positive",positive
3080,"neutral,negative",negative
3081,"neutral,positive",positive
3082,"positive,neutral",positive
3083,"neutral,positive",positive
3084,"neutral,positive",positive
3085,"positive,negative",positive
3086,"positive,positive",positive
3087,"neutral,positive",positive
3088,"neutral,positive",positive
3089,"neutral,neutral",neutral
3090,"neutral,neutral",neutral
3091,"positive,positive",positive
3092,"negative,negative",negative
3093,"neutral,neutral",neutral
3094,"neutral,positive",positive
3095,"neutral,positive",positive
3096,"negative,neutral",negative
3097,"negative,negative",negative
3098,"neutral,positive",positive
3099,"positive,neutral",positive
3100,"positive,neutral",positive
3101,"positive,positive",positive
3102,"positive,positive",positive
3103,"positive,positive",positive
3104,"negative,neutral",negative
3105,"positive,positive",positive
3106,"negative,negative",negative
3107,"neutral,negative",negative
3108,"positive,positive",positive
3109,"positive,neutral",positive
3110,"positive,positive",positive
3111,"neutral,positive",positive
3112,"positive,positive",positive
3113,"negative,neutral",negative
3114,"negative,negative",negative
3115,"negative,positive",negative
3116,"neutral,negative",negative
3117,"neutral,positive",positive
3118,"negative,negative",negative
3119,"negative,positive",negative
3120,"negative,negative",negative
3121,"neutral,positive",positive
3122,"neutral,positive",positive
3123,"positive,positive",positive
3124,"positive,positive",positive
3125,"neutral,negative",negative
3126,"neutral,positive",positive
3127,"positive,positive",positive
3128,"neutral,positive",positive
3129,"positive,positive",positive
3130,"negative,neutral",negative
3131,"neutral,positive",positive
3132,"positive,positive",positive
3133,"neutral,positive",positive
3134,"neutral,neutral",neutral
3135,"neutral,neutral",neutral
3136,"positive,positive",positive
3137,"neutral,neutral",neutral
3138,"positive,positive",positive
3139,"neutral,positive",positive
3140,"neutral,neutral",neutral
3141,"neutral,positive",positive
3142,"positive,positive",positive
3143,"positive,negative",positive
